active_proc,uptime,cpu_percent,cpu_ctx_switches,cpu_interrupts,cpu_soft_interrupts,cpu_syscalls,cpu_count_logical,cpu_count_physical,mem_available,mem_used,mem_percent,disk_total,disk_used,disk_free,disk_percent,swap_mem_used,swap_mem_free,swap_mem_percent,failure_warning
610,112882.65,98.6,11436,782704,233669729,1313129,8,4,5425418240,8621109248,68.4,500068036608,15324188672,9472450560,61.8,4288937984,1079771136,79.9,1
610,112884.67,86.4,10924,782638,233697091,1313026,8,4,5422899200,8614838272,68.4,500068036608,15324188672,9471778816,61.8,4291297280,1077411840,79.9,1
612,112886.71,93.4,39009,782510,233735048,1271028,8,4,5365919744,8557432832,68.8,500068036608,15324188672,9470599168,61.8,4298375168,1070333952,80.1,1
611,112888.73,96.8,42699,783651,233786096,1255741,8,4,5318410240,8513445888,69.0,500068036608,15324188672,9467871232,61.8,4298375168,1070333952,80.1,1
612,112890.79,91.1,25751,811880,233868927,1243086,8,4,5197156352,8510369792,69.7,500068036608,15324188672,9464061952,61.8,4301520896,1067188224,80.1,1
612,112892.82,87.0,17197,917559,233925140,1173247,8,4,4876058624,8618930176,71.6,500068036608,15324188672,9462956032,61.8,4301520896,1067188224,80.1,1
612,112894.84,86.5,14970,911771,233978717,1170785,8,4,4856852480,8576897024,71.7,500068036608,15324188672,9461309440,61.8,4303880192,1064828928,80.2,1
612,112896.86,94.1,17855,916834,234134797,1137691,8,4,4733116416,8470016000,72.4,500068036608,15324188672,9453453312,61.8,4303880192,1064828928,80.2,1
612,112898.90,96.9,107883,872218,234319531,1008770,8,4,4573941760,8133009408,73.4,500068036608,15324188672,9095356416,62.8,4303880192,1064828928,80.2,1
613,112900.93,98.0,110081,851951,234414285,1010002,8,4,4588126208,8048242688,73.3,500068036608,15324188672,8858648576,63.4,4305190912,1063518208,80.2,1
613,112902.95,94.1,112925,853168,234477489,1010575,8,4,4601860096,8085929984,73.2,500068036608,15324188672,8774922240,63.6,4273209344,1095499776,79.6,1
613,112905.07,92.3,56056,935143,234591153,1020836,8,4,4410953728,8227131392,74.3,500068036608,15324188672,8691580928,63.8,4276617216,1092091904,79.7,1
613,112907.10,89.1,64041,932270,234614148,1010400,8,4,4400992256,8201138176,74.4,500068036608,15324188672,8591773696,64.1,4276617216,1092091904,79.7,1
612,112909.13,89.9,126984,939481,234642875,986305,8,4,4560031744,8116985856,73.5,500068036608,15324188672,8687316992,63.8,4276617216,1092091904,79.7,1
612,112911.15,89.3,70493,939157,234706068,1011721,8,4,4432748544,8258629632,74.2,500068036608,15324188672,8624136192,64.0,4279500800,1089208320,79.7,1
612,112913.17,73.3,49179,914514,234746756,1045560,8,4,4484055040,8213975040,73.9,500068036608,15324188672,8544804864,64.2,4279500800,1089208320,79.7,1
612,112915.20,64.1,204792,912832,234779708,964926,8,4,4791164928,7902310400,72.1,500068036608,15324188672,8829280256,63.4,4279500800,1089208320,79.7,1
612,112917.23,76.6,159691,941450,234830552,974222,8,4,4644507648,8069623808,73.0,500068036608,15324188672,8828608512,63.4,4284481536,1084227584,79.8,1
612,112919.25,52.2,121435,972997,234858477,980443,8,4,4513292288,8202330112,73.7,500068036608,15324188672,8828239872,63.4,4284481536,1084227584,79.8,0
612,112921.27,49.8,92827,977870,234891323,992970,8,4,4447424512,8275484672,74.1,500068036608,15324188672,8828399616,63.4,4286316544,1082392576,79.8,0
612,112923.29,64.7,97148,938929,234952292,1012104,8,4,4543631360,8182566912,73.6,500068036608,15324188672,8825507840,63.5,4286316544,1082392576,79.8,1
612,112925.31,72.6,91283,863872,235000633,1042338,8,4,4643389440,8087142400,73.0,500068036608,15324188672,8824737792,63.5,4289200128,1079508992,79.9,1
611,112927.33,61.3,28611,842378,235071072,1107030,8,4,4651585536,8091734016,72.9,500068036608,15324188672,8821403648,63.5,4289200128,1079508992,79.9,1
611,112929.35,75.1,10377,854249,235162824,1111108,8,4,4593053696,8080891904,73.3,500068036608,15324188672,8820133888,63.5,4291821568,1076887552,79.9,1
611,112931.36,65.2,9377,865446,235201583,1099938,8,4,4543754240,8075554816,73.6,500068036608,15324188672,8814559232,63.5,4291821568,1076887552,79.9,1
610,112933.40,67.5,7751,884137,235227545,1089980,8,4,4496232448,8106897408,73.8,500068036608,15324188672,8810557440,63.5,4293918720,1074790400,80.0,1
611,112935.43,70.4,8403,890936,235269246,1083139,8,4,4470956032,8109096960,74.0,500068036608,15324188672,8805404672,63.5,4295753728,1072955392,80.0,1
611,112937.45,69.1,20413,894962,235287997,1077741,8,4,4498038784,8105046016,73.8,500068036608,15324188672,8803409920,63.5,4337172480,1031536640,80.8,1
611,112939.47,53.2,67415,895509,235314327,1081156,8,4,4704546816,8125370368,72.6,500068036608,15324188672,8802189312,63.5,4557111296,811597824,84.9,0
611,112941.49,47.0,66414,893708,235338919,1084082,8,4,4712431616,8124563456,72.6,500068036608,15324188672,8809656320,63.5,4562354176,806354944,85.0,0
611,112943.51,44.4,108912,831383,235355926,1104116,8,4,4968562688,7909085184,71.1,500068036608,15324188672,8808701952,63.5,4590403584,778305536,85.5,0
607,112945.53,40.9,89994,845330,235378985,1108722,8,4,4909940736,7995609088,71.4,500068036608,15324188672,8808038400,63.5,4613210112,755499008,85.9,0
603,112947.54,50.8,163427,894273,235390300,1063510,8,4,5025533952,8300896256,70.7,500068036608,15324188672,8807583744,63.5,5029756928,338952192,93.7,0
600,112949.56,44.1,225192,921234,235406713,1061837,8,4,5271654400,8410873856,69.3,500068036608,15324188672,7737536512,66.4,5376835584,1065615360,83.5,0
601,112951.58,48.5,304615,873221,235425163,1058340,8,4,5582663680,8205471744,67.5,500068036608,15324188672,7736647680,66.5,5480382464,962068480,85.1,0
602,112953.60,72.9,289786,873754,235452898,1068285,8,4,5562658816,8236232704,67.6,500068036608,15324188672,7734943744,66.5,5486411776,956039168,85.2,1
602,112955.62,92.3,289888,860880,235468991,1073287,8,4,5583564800,8227495936,67.5,500068036608,15324188672,7731515392,66.5,5494538240,947912704,85.3,1
603,112957.68,93.7,280418,857825,235493182,1079305,8,4,5569425408,8249192448,67.6,500068036608,15324188672,7728054272,66.5,5502664704,939786240,85.4,1
603,112959.70,90.6,268714,859662,235513870,1084083,8,4,5541056512,8281681920,67.7,500068036608,15324188672,7724810240,66.5,5505548288,936902656,85.5,1
601,112961.72,94.2,291662,865058,235537080,1076272,8,4,5603057664,8240345088,67.4,500068036608,15324188672,7721558016,66.5,5511839744,930611200,85.6,1
601,112963.75,89.1,254423,866857,235564682,1085000,8,4,5486292992,8328929280,68.1,500068036608,15324188672,7719055360,66.5,5342756864,1099694080,82.9,1
598,112965.78,87.7,275830,865583,235595199,1088120,8,4,5586739200,8251367424,67.5,500068036608,15324188672,7716085760,66.5,5345116160,1097334784,83.0,1
598,112967.80,91.3,267722,876063,235621375,1084946,8,4,5540528128,8302624768,67.7,500068036608,15324188672,7713861632,66.5,5347213312,1095237632,83.0,1
595,112969.83,81.0,267123,841881,235642743,1080997,8,4,5521899520,8323870720,67.9,500068036608,15324188672,7711105024,66.5,5350096896,1092354048,83.0,1
593,112971.84,72.3,258034,812100,235668008,1107575,8,4,5593534464,8268443648,67.4,500068036608,15324188672,7721549824,66.5,5350096896,1092354048,83.0,1
589,112973.86,51.4,912916,774263,235691181,813462,8,4,7071244288,6925176832,58.8,500068036608,15324188672,7686275072,66.6,5355077632,1087373312,83.1,0
587,112975.88,65.0,926068,768786,235933965,836767,8,4,7220572160,7024103424,58.0,500068036608,15324188672,7658741760,66.7,5567152128,875298816,86.4,1
591,112977.89,51.8,934869,781050,236128370,822629,8,4,7198711808,7051395072,58.1,500068036608,15324188672,7631855616,66.8,5575016448,867434496,86.5,0
591,112979.92,32.1,947810,782041,236154866,825519,8,4,7263596544,7106023424,57.7,500068036608,15324188672,7631327232,66.8,5615386624,827064320,87.2,0
587,112981.93,37.0,1155396,756699,236169762,844692,8,4,8192360448,6504759296,52.3,500068036608,15324188672,7631163392,66.8,5706350592,736100352,88.6,0
587,112983.94,18.8,1251702,757314,236183973,844551,8,4,8586252288,6553038848,50.0,500068036608,15324188672,6563737600,70.0,6176636928,265814016,95.9,0
584,112985.96,14.2,1349972,755715,236194307,845930,8,4,8994414592,6568890368,47.6,500068036608,15324188672,6560096256,70.0,6561202176,954990592,87.3,0
584,112987.97,18.8,1402334,756922,236206841,847488,8,4,9215270912,6570356736,46.4,500068036608,15324188672,6563778560,70.0,6799491072,716701696,90.5,0
582,112989.98,15.9,1462588,759160,236213443,845585,8,4,9454276608,6567563264,45.0,500068036608,15324188672,6572253184,70.0,7053508608,462684160,93.8,0
582,112992.00,14.0,1505638,760118,236227667,847422,8,4,9638133760,6593880064,43.9,500068036608,15324188672,6410080256,70.5,7249068032,267124736,96.4,0
580,112994.01,21.0,1499864,756127,236242851,849046,8,4,9621135360,6577102848,44.0,500068036608,15324188672,5494222848,73.6,7175667712,1414266880,83.5,0
576,112996.02,22.1,1439411,759505,236257539,850372,8,4,9378951168,6635671552,45.4,500068036608,15324188672,5493084160,73.6,6975913984,1614020608,81.2,0
576,112998.03,16.5,1423287,757938,236265227,848178,8,4,9303924736,6666960896,45.8,500068036608,15324188672,5497102336,73.6,6950223872,1639710720,80.9,0
559,113000.05,21.3,1286865,948500,236281791,801003,8,4,8551907328,7450415104,50.2,500068036608,15324188672,5496168448,73.6,6679166976,1910767616,77.8,0
559,113002.06,16.9,1234803,984912,236299387,804493,8,4,8352956416,7611531264,51.4,500068036608,15324188672,6570508288,70.0,6576406528,939786240,87.5,0
559,113004.07,15.2,1181935,1031693,236317326,789585,8,4,8075345920,7870533632,53.0,500068036608,15324188672,6566318080,70.0,6576406528,939786240,87.5,0
560,113006.09,18.2,1176418,1030491,236342147,792637,8,4,8065249280,7869935616,53.1,500068036608,15324188672,6551863296,70.1,6576406528,939786240,87.5,0
567,113008.10,28.4,1141646,1057186,236384267,779504,8,4,7869030400,8020713472,54.2,500068036608,15324188672,6551851008,70.1,6509297664,1006895104,86.6,0
576,113010.12,30.9,1120628,1065834,236426804,779003,8,4,7780888576,8087408640,54.7,500068036608,15324188672,6551552000,70.1,6475743232,1040449536,86.2,0
576,113012.14,30.0,1078446,1052929,236506882,792090,8,4,7661715456,8198565888,55.4,500068036608,15324188672,6557966336,70.0,6475743232,1040449536,86.2,0
587,113014.15,27.0,1035309,1055571,236578453,820627,8,4,7601913856,8236081152,55.8,500068036608,15324188672,6556893184,70.0,6475743232,1040449536,86.2,0
579,113016.16,39.2,981421,1051902,236665295,839088,8,4,7456804864,8377651200,56.6,500068036608,15324188672,6556893184,70.0,6475743232,1040449536,86.2,0
577,113018.18,46.2,1096022,1051463,236924580,811666,8,4,7813890048,8015712256,54.5,500068036608,15324188672,6556758016,70.0,6475743232,1040449536,86.2,0
569,113020.19,25.4,1111726,1031746,236953355,791823,8,4,7796936704,8015233024,54.6,500068036608,15324188672,6543507456,70.1,6442188800,1074003968,85.7,0
571,113022.21,22.4,1065699,1018640,236972017,796550,8,4,7627784192,8117415936,55.6,500068036608,15324188672,6543056896,70.1,6408634368,1107558400,85.3,0
574,113024.22,42.4,1027379,1012427,237008442,814454,8,4,7544147968,8172789760,56.1,500068036608,15324188672,6546038784,70.1,6375079936,1141112832,84.8,0
575,113026.23,20.2,1000903,907542,237013828,874485,8,4,7681589248,8029011968,55.3,500068036608,15324188672,6544969728,70.1,6341525504,1174667264,84.4,0
575,113028.25,16.9,978550,892586,237017802,889701,8,4,7652356096,8036016128,55.5,500068036608,15324188672,6544171008,70.1,6341525504,1174667264,84.4,0
576,113030.26,27.9,966011,887774,237038717,897744,8,4,7633940480,8049541120,55.6,500068036608,15324188672,6541324288,70.1,6274416640,1241776128,83.5,0
578,113032.28,24.6,959888,836457,237059440,923650,8,4,7714971648,7966494720,55.1,500068036608,15324188672,6538698752,70.1,6274416640,1241776128,83.5,0
575,113034.29,26.4,982919,837771,237079995,917922,8,4,7785844736,7884726272,54.7,500068036608,15324188672,6536249344,70.1,6240862208,1275330560,83.0,0
575,113036.31,25.8,972747,838303,237094234,918065,8,4,7744765952,7919206400,54.9,500068036608,15324188672,6530920448,70.1,6240862208,1275330560,83.0,0
573,113038.32,21.9,990747,809948,237112761,915551,8,4,7808196608,7876087808,54.6,500068036608,15324188672,6524825600,70.1,6207307776,1308884992,82.6,0
573,113040.34,18.1,958521,851775,237135094,900139,8,4,7613071360,8082137088,55.7,500068036608,15324188672,6516068352,70.2,6207307776,1308884992,82.6,0
574,113042.35,24.0,952718,854514,237140980,905593,8,4,7611641856,8078073856,55.7,500068036608,15324188672,6523736064,70.1,6207307776,1308884992,82.6,0
576,113044.37,27.1,910732,854556,237160784,914115,8,4,7474573312,8161845248,56.5,500068036608,15324188672,6537314304,70.1,6140198912,1375993856,81.7,0
578,113046.38,27.7,883951,891171,237177140,911183,8,4,7352868864,8269672448,57.2,500068036608,15324188672,6536974336,70.1,6140198912,1375993856,81.7,0
579,113048.40,14.2,867014,899890,237183510,911365,8,4,7284240384,8332582912,57.6,500068036608,15324188672,6536667136,70.1,6140198912,1375993856,81.7,0
577,113050.41,11.3,867646,899349,237195966,912888,8,4,7293067264,8318787584,57.5,500068036608,15324188672,6536675328,70.1,6140198912,1375993856,81.7,0
577,113052.43,17.6,888786,868896,237214146,912832,8,4,7379439616,8219910144,57.0,500068036608,15324188672,6536142848,70.1,6073090048,1443102720,80.8,0
577,113054.44,15.5,881576,872100,237220286,911105,8,4,7342821376,8252600320,57.3,500068036608,15324188672,6535831552,70.1,6073090048,1443102720,80.8,0
596,111451.27,16.7,452655,801193,226124888,1326302,8,4,7286607872,8888397824,57.6,500068036608,15324188672,5207552000,74.6,8185708544,1477967872,84.7,0
597,111453.28,6.7,449347,796765,226129951,1339571,8,4,7327408128,8847605760,57.3,500068036608,15324188672,5207564288,74.6,8185708544,1477967872,84.7,0
597,111455.30,6.1,448530,797429,226130200,1339615,8,4,7324241920,8848449536,57.4,500068036608,15324188672,5207564288,74.6,8185708544,1477967872,84.7,0
597,111457.31,7.9,446916,802228,226130857,1337945,8,4,7310790656,8859934720,57.4,500068036608,15324188672,5207576576,74.6,8185708544,1477967872,84.7,0
597,111459.33,11.8,468304,855242,226133918,1298449,8,4,7236620288,8919060480,57.9,500068036608,15324188672,5207576576,74.6,8185708544,1477967872,84.7,0
597,111461.35,17.2,461544,867337,226140028,1298192,8,4,7207878656,8939106304,58.0,500068036608,15324188672,5207363584,74.6,8185708544,1477967872,84.7,0
596,111463.38,16.4,454686,867502,226146349,1298166,8,4,7179681792,8946913280,58.2,500068036608,15324188672,5207351296,74.6,8185708544,1477967872,84.7,0
596,111465.39,13.2,447852,871116,226158179,1296479,8,4,7144779776,8975171584,58.4,500068036608,15324188672,5206540288,74.6,8185708544,1477967872,84.7,0
596,111467.41,9.1,445478,867363,226163714,1298711,8,4,7144198144,8971837440,58.4,500068036608,15324188672,5206540288,74.6,8152154112,1511522304,84.4,0
596,111469.43,13.8,436579,864883,226170317,1299981,8,4,7112949760,8963932160,58.6,500068036608,15324188672,5206540288,74.6,8118599680,1545076736,84.0,0
596,111471.44,11.5,435873,864875,226173993,1300066,8,4,7110406144,8964182016,58.6,500068036608,15324188672,5206519808,74.6,8118599680,1545076736,84.0,0
597,111473.46,9.6,434161,863872,226183488,1300886,8,4,7106752512,8964849664,58.6,500068036608,15324188672,5206450176,74.6,8118599680,1545076736,84.0,0
598,111475.47,12.8,431861,863878,226191207,1301629,8,4,7100375040,8968368128,58.7,500068036608,15324188672,5206323200,74.6,8118599680,1545076736,84.0,0
599,111477.49,15.7,431114,871611,226201409,1297610,8,4,7080853504,8983101440,58.8,500068036608,15324188672,5206310912,74.6,8118599680,1545076736,84.0,0
599,111479.50,18.6,417345,815963,226204787,1304643,8,4,7053262848,9007931392,58.9,500068036608,15324188672,5206310912,74.6,8118599680,1545076736,84.0,0
599,111481.52,15.2,387849,935493,226210758,1286613,8,4,6858596352,9200635904,60.1,500068036608,15324188672,5205999616,74.6,8118599680,1545076736,84.0,0
599,111483.54,6.2,390182,930971,226211070,1287713,8,4,6872657920,9186820096,60.0,500068036608,15324188672,5205999616,74.6,8118599680,1545076736,84.0,0
599,111485.56,6.6,392651,925005,226211348,1288528,8,4,6886109184,9166446592,59.9,500068036608,15324188672,5205999616,74.6,8118599680,1545076736,84.0,0
599,111487.57,6.0,393697,923895,226211704,1287135,8,4,6884687872,9167564800,59.9,500068036608,15324188672,5205999616,74.6,8118599680,1545076736,84.0,0
599,111489.59,7.5,388735,923903,226216351,1290827,8,4,6879485952,9172754432,60.0,500068036608,15324188672,5205999616,74.6,8118599680,1545076736,84.0,0
599,111491.60,7.5,392809,919283,226216735,1291197,8,4,6897688576,9154953216,59.9,500068036608,15324188672,5205958656,74.6,8118599680,1545076736,84.0,0
599,111493.62,9.0,392035,923835,226218060,1288465,8,4,6883328000,9168973824,59.9,500068036608,15324188672,5205925888,74.6,8085045248,1578631168,83.7,0
599,111495.63,7.8,391715,923840,226218603,1289250,8,4,6885232640,9166839808,59.9,500068036608,15324188672,5205913600,74.6,8085045248,1578631168,83.7,0
599,111497.65,5.8,391354,923418,226218777,1289030,8,4,6882852864,9168154624,59.9,500068036608,15324188672,5205913600,74.6,8085045248,1578631168,83.7,0
599,111499.67,6.1,390845,916374,226218948,1291080,8,4,6889164800,9160663040,59.9,500068036608,15324188672,5205913600,74.6,8085045248,1578631168,83.7,0
599,111501.68,6.3,390728,811737,226219191,1315858,8,4,6990176256,9059594240,59.3,500068036608,15324188672,5205913600,74.6,8085045248,1578631168,83.7,0
600,111503.70,6.5,386532,802195,226220322,1332424,8,4,7040843776,9009037312,59.0,500068036608,15324188672,5205909504,74.6,8085045248,1578631168,83.7,0
600,111505.72,6.7,382662,807342,226225240,1345097,8,4,7076900864,8973234176,58.8,500068036608,15324188672,5205909504,74.6,8085045248,1578631168,83.7,0
599,111507.73,6.0,386447,807089,226225447,1343526,8,4,7085969408,8964190208,58.8,500068036608,15324188672,5205909504,74.6,8085045248,1578631168,83.7,0
600,111509.75,7.1,384880,807236,226226827,1343928,8,4,7081197568,8967450624,58.8,500068036608,15324188672,5205905408,74.6,8085045248,1578631168,83.7,0
600,111511.77,6.2,384467,807234,226227971,1343980,8,4,7079718912,8968220672,58.8,500068036608,15324188672,5205917696,74.6,8085045248,1578631168,83.7,0
597,111513.78,5.8,390475,806871,226228162,1341107,8,4,7092559872,8954863616,58.7,500068036608,15324188672,5205917696,74.6,8085045248,1578631168,83.7,0
597,111515.80,6.3,390441,806832,226228346,1340933,8,4,7091707904,8954142720,58.7,500068036608,15324188672,5205917696,74.6,8085045248,1578631168,83.7,0
597,111517.82,5.7,390427,806872,226228533,1338965,8,4,7083589632,8962686976,58.8,500068036608,15324188672,5205917696,74.6,8085045248,1578631168,83.7,0
596,111519.83,7.1,390045,806804,226228811,1340627,8,4,7088832512,8953593856,58.7,500068036608,15324188672,5205917696,74.6,8085045248,1578631168,83.7,0
596,111521.84,6.9,393055,802214,226229338,1341140,8,4,7103262720,8936091648,58.7,500068036608,15324188672,5205884928,74.6,8085045248,1578631168,83.7,0
596,111523.86,8.3,391028,807196,226230230,1339853,8,4,7089688576,8948936704,58.7,500068036608,15324188672,5205872640,74.6,8085045248,1578631168,83.7,0
597,111525.88,12.3,388668,801677,226233392,1342509,8,4,7090900992,8947113984,58.7,500068036608,15324188672,5205872640,74.6,8085045248,1578631168,83.7,0
597,111527.89,13.5,386011,802637,226237684,1342146,8,4,7078531072,8958517248,58.8,500068036608,15324188672,5205868544,74.6,8085045248,1578631168,83.7,0
598,111529.91,15.8,378556,806155,226245912,1340724,8,4,7042170880,8989560832,59.0,500068036608,15324188672,5205729280,74.6,8085045248,1578631168,83.7,0
602,111531.92,13.5,374282,806438,226257716,1340490,8,4,7023706112,9006231552,59.1,500068036608,15324188672,5205737472,74.6,8085045248,1578631168,83.7,0
603,111533.94,17.6,371500,806490,226269591,1340621,8,4,7012847616,9010364416,59.2,500068036608,15324188672,5205725184,74.6,8085045248,1578631168,83.7,0
603,111535.95,13.7,363851,838390,226279036,1337426,8,4,6968430592,9047044096,59.4,500068036608,15324188672,5205639168,74.6,8085045248,1578631168,83.7,0
603,111537.97,25.9,380662,845473,226292244,1311501,8,4,6931099648,9079349248,59.7,500068036608,15324188672,5205245952,74.6,8085045248,1578631168,83.7,0
602,111539.98,30.8,300162,945038,226314358,1294910,8,4,6533414912,9411923968,62.0,500068036608,15324188672,5204914176,74.6,8017936384,1645740032,83.0,0
602,111541.99,18.3,327801,950048,226321166,1265357,8,4,6525575168,9418166272,62.0,500068036608,15324188672,5204905984,74.6,8017936384,1645740032,83.0,0
602,111544.00,20.5,329831,937777,226332351,1265309,8,4,6533693440,9403174912,62.0,500068036608,15324188672,5204463616,74.6,8017936384,1645740032,83.0,0
602,111546.02,13.5,313349,954949,226333983,1265380,8,4,6466473984,9465303040,62.4,500068036608,15324188672,5204197376,74.6,8017936384,1645740032,83.0,0
602,111548.04,10.6,314985,954658,226335204,1264271,8,4,6468632576,9463263232,62.3,500068036608,15324188672,5204152320,74.6,8017936384,1645740032,83.0,0
602,111550.06,15.0,308618,955215,226352080,1264099,8,4,6441848832,9480626176,62.5,500068036608,15324188672,5206659072,74.6,7950303232,1713373184,82.3,0
604,111552.07,11.8,306762,945067,226361522,1263741,8,4,6432780288,9483784192,62.6,500068036608,15324188672,5206634496,74.6,7950303232,1713373184,82.3,0
604,111554.09,11.7,309724,932577,226362770,1263789,8,4,6445109248,9470967808,62.5,500068036608,15324188672,5206437888,74.6,7950303232,1713373184,82.3,0
606,111556.11,12.0,303066,933051,226370367,1264162,8,4,6419365888,9494384640,62.6,500068036608,15324188672,5209858048,74.6,7950303232,1713373184,82.3,0
606,111558.12,10.7,306194,932348,226372462,1264161,8,4,6432174080,9481232384,62.6,500068036608,15324188672,5209853952,74.6,7950303232,1713373184,82.3,0
610,111560.13,18.2,267576,878675,226402582,1297294,8,4,6409707520,9481568256,62.7,500068036608,15324188672,5209837568,74.6,7883194368,1780482048,81.6,0
610,111562.15,6.3,267832,873921,226403008,1300265,8,4,6422925312,9468694528,62.6,500068036608,15324188672,5209833472,74.6,7883194368,1780482048,81.6,0
609,111564.16,10.7,260254,878461,226415850,1301260,8,4,6395961344,9489113088,62.8,500068036608,15324188672,5209722880,74.6,7883194368,1780482048,81.6,0
609,111566.18,21.8,247835,881758,226433325,1304620,8,4,6358855680,9513742336,63.0,500068036608,15324188672,5209473024,74.6,7883194368,1780482048,81.6,0
609,111568.19,22.6,216961,896025,226458687,1315722,8,4,6277869568,9585995776,63.5,500068036608,15324188672,5200011264,74.7,7849639936,1814036480,81.2,0
609,111570.21,11.4,220244,893096,226459990,1314003,8,4,6284275712,9579118592,63.4,500068036608,15324188672,5199888384,74.7,7849639936,1814036480,81.2,0
609,111572.24,16.3,219630,936927,226466525,1299979,8,4,6224318464,9637015552,63.8,500068036608,15324188672,5199486976,74.7,7849639936,1814036480,81.2,0
609,111574.25,17.6,200240,964467,226484361,1297624,8,4,6135250944,9710395392,64.3,500068036608,15324188672,5199466496,74.7,7849639936,1814036480,81.2,0
608,111576.27,9.0,208596,958125,226486186,1297359,8,4,6168391680,9675382784,64.1,500068036608,15324188672,5199478784,74.7,7849639936,1814036480,81.2,0
608,111578.29,8.5,215424,949486,226492338,1297271,8,4,6195998720,9648267264,63.9,500068036608,15324188672,5199478784,74.7,7849639936,1814036480,81.2,0
608,111580.30,8.2,217857,945434,226495125,1297407,8,4,6206676992,9637634048,63.9,500068036608,15324188672,5199466496,74.7,7849639936,1814036480,81.2,0
608,111582.32,12.0,217024,945626,226499678,1297315,8,4,6202732544,9638137856,63.9,500068036608,15324188672,5199462400,74.7,7849639936,1814036480,81.2,0
608,111584.34,12.8,216426,945991,226507699,1297283,8,4,6200152064,9637687296,63.9,500068036608,15324188672,5199478784,74.7,7849639936,1814036480,81.2,0
608,111586.35,11.3,216957,944400,226511895,1297306,8,4,6202421248,9632256000,63.9,500068036608,15324188672,5199466496,74.7,7849639936,1814036480,81.2,0
606,111588.37,8.1,219675,889435,226513643,1305531,8,4,6247243776,9586970624,63.6,500068036608,15324188672,5199466496,74.7,7849639936,1814036480,81.2,0
606,111590.38,10.0,216908,892585,226516369,1309158,8,4,6250766336,9580703744,63.6,500068036608,15324188672,5199466496,74.7,7849639936,1814036480,81.2,0
606,111592.40,9.4,213336,796174,226525443,1321221,8,4,6285545472,9546174464,63.4,500068036608,15324188672,5199458304,74.7,7849639936,1814036480,81.2,0
606,111594.42,9.9,212341,777834,226529295,1326975,8,4,6305038336,9527037952,63.3,500068036608,15324188672,5199458304,74.7,7849639936,1814036480,81.2,0
605,111596.43,10.1,218709,783061,226533343,1348248,8,4,6418255872,9412685824,62.6,500068036608,15324188672,5199908864,74.7,7849639936,1814036480,81.2,0
605,111598.45,12.0,217751,783120,226539105,1363209,8,4,6475612160,9353420800,62.3,500068036608,15324188672,5199908864,74.7,7849639936,1814036480,81.2,0
605,111600.46,10.5,217235,783466,226542573,1363168,8,4,6473330688,9352613888,62.3,500068036608,15324188672,5199908864,74.7,7799308288,1864368128,80.7,0
605,111602.48,12.0,212888,780904,226555058,1365697,8,4,6465884160,9357553664,62.4,500068036608,15324188672,6275112960,70.9,7799308288,790626304,90.8,0
605,111604.50,8.6,212704,781125,226557512,1366177,8,4,6467096576,9357123584,62.4,500068036608,15324188672,6275112960,70.9,7799308288,790626304,90.8,0
605,111606.51,9.5,212747,782652,226561469,1365908,8,4,6466170880,9358884864,62.4,500068036608,15324188672,6275112960,70.9,7799308288,790626304,90.8,0
605,111608.53,12.6,207018,786727,226565567,1365757,8,4,6442086400,9381371904,62.5,500068036608,15324188672,6275112960,70.9,7799308288,790626304,90.8,0
600,111610.54,11.5,225624,778257,226570416,1361379,8,4,6500364288,9326575616,62.2,500068036608,15324188672,6275080192,70.9,7765753856,824180736,90.4,0
597,111612.56,8.8,250214,777708,226572108,1349954,8,4,6554288128,9272475648,61.8,500068036608,15324188672,6275076096,70.9,7765753856,824180736,90.4,0
597,111614.58,9.7,253379,776285,226574148,1347490,8,4,6557159424,9261260800,61.8,500068036608,15324188672,6275072000,70.9,7765753856,824180736,90.4,0
597,111616.59,9.1,252861,765170,226575834,1347684,8,4,6555832320,9262780416,61.8,500068036608,15324188672,6275072000,70.9,7765753856,824180736,90.4,0
597,111618.61,6.2,252609,765170,226576084,1348266,8,4,6557184000,9261191168,61.8,500068036608,15324188672,6275072000,70.9,7765753856,824180736,90.4,0
595,111620.62,6.8,255882,761940,226576366,1351462,8,4,6583681024,9235234816,61.7,500068036608,15324188672,6275067904,70.9,7765753856,824180736,90.4,0
595,111622.64,6.3,255066,761924,226576593,1352509,8,4,6584627200,9232343040,61.7,500068036608,15324188672,6275067904,70.9,7765753856,824180736,90.4,0
595,111624.66,9.4,249475,761922,226583500,1355698,8,4,6574788608,9239601152,61.7,500068036608,15324188672,6275063808,70.9,7765753856,824180736,90.4,0
595,111626.67,14.0,194737,929907,226588557,1297975,8,4,6114148352,9685348352,64.4,500068036608,15324188672,6275047424,70.9,7765753856,824180736,90.4,0
594,111628.69,13.5,221310,936956,226592628,1277592,8,4,6139502592,9657229312,64.3,500068036608,15324188672,6275047424,70.9,7765753856,824180736,90.4,0
594,111630.71,9.8,222164,943860,226596490,1276499,8,4,6138523648,9657683968,64.3,500068036608,15324188672,6275047424,70.9,7765753856,824180736,90.4,0
594,111632.72,10.0,234053,940763,226600786,1272056,8,4,6169022464,9626992640,64.1,500068036608,15324188672,6275047424,70.9,7765753856,824180736,90.4,0
594,111634.74,8.5,230126,940659,226607791,1274189,8,4,6161674240,9634443264,64.1,500068036608,15324188672,6275047424,70.9,7765753856,824180736,90.4,0
